Timestamp,Contact_1,Contact_2,Contact_3,Contact_4,Contact_5,Contact_6
122.0,0.0,0.0,1.0,1.0,1.0,1.0
122.05,0.0,0.0,1.0,1.0,1.0,1.0
122.1,0.0,0.0,1.0,1.0,1.0,1.0
122.14999999999999,0.0,0.0,1.0,1.0,1.0,1.0
122.19999999999999,0.0,0.0,1.0,1.0,1.0,1.0
122.24999999999999,0.0,0.0,1.0,1.0,1.0,1.0
122.29999999999998,0.0,0.0,1.0,1.0,1.0,1.0
122.34999999999998,0.0,0.0,1.0,1.0,1.0,1.0
122.39999999999998,0.0,0.0,1.0,1.0,1.0,1.0
122.44999999999997,0.0,0.0,1.0,1.0,1.0,1.0
122.49999999999997,0.0,0.0,1.0,1.0,1.0,1.0
122.54999999999997,0.0,0.0,1.0,1.0,1.0,1.0
122.59999999999997,0.0,0.0,1.0,1.0,1.0,1.0
122.64999999999996,0.0,0.0,1.0,1.0,1.0,1.0
122.69999999999996,0.0,0.0,1.0,1.0,1.0,1.0
122.74999999999996,0.0,0.0,1.0,1.0,1.0,1.0
122.79999999999995,0.0,0.0,1.0,1.0,1.0,1.0
122.84999999999995,0.0,0.0,1.0,1.0,1.0,1.0
122.89999999999995,0.0,0.0,1.0,1.0,1.0,1.0
122.94999999999995,1.0,1.0,1.0,1.0,1.0,1.0
122.99999999999994,1.0,1.0,1.0,1.0,1.0,1.0
123.04999999999994,1.0,1.0,1.0,1.0,1.0,1.0
123.09999999999994,1.0,1.0,1.0,1.0,1.0,1.0
123.14999999999993,1.0,1.0,1.0,1.0,1.0,1.0
123.19999999999993,1.0,0.0,1.0,1.0,1.0,1.0
123.24999999999993,1.0,0.0,1.0,1.0,1.0,1.0
123.29999999999993,1.0,0.0,1.0,1.0,1.0,1.0
123.34999999999992,1.0,0.0,1.0,1.0,1.0,1.0
123.39999999999992,1.0,0.0,1.0,1.0,1.0,1.0
123.44999999999992,1.0,0.0,1.0,1.0,1.0,1.0
123.49999999999991,1.0,0.0,1.0,1.0,1.0,1.0
123.54999999999991,1.0,0.0,1.0,1.0,1.0,1.0
123.59999999999991,1.0,0.0,1.0,1.0,1.0,1.0
123.6499999999999,1.0,0.0,1.0,1.0,1.0,1.0
123.6999999999999,1.0,0.0,1.0,1.0,1.0,1.0
123.7499999999999,1.0,0.0,1.0,1.0,1.0,1.0
123.7999999999999,1.0,0.0,1.0,1.0,1.0,1.0
123.8499999999999,1.0,0.0,1.0,1.0,1.0,1.0
123.89999999999989,1.0,0.0,1.0,1.0,1.0,1.0
123.94999999999989,1.0,0.0,1.0,1.0,1.0,1.0
123.99999999999989,1.0,0.0,1.0,1.0,1.0,1.0
124.04999999999988,1.0,0.0,1.0,1.0,1.0,1.0
124.09999999999988,1.0,0.0,1.0,1.0,1.0,1.0
124.14999999999988,1.0,0.0,1.0,1.0,1.0,1.0
124.19999999999987,1.0,0.0,1.0,1.0,1.0,1.0
124.24999999999987,1.0,0.0,1.0,1.0,1.0,1.0
124.29999999999987,1.0,0.0,1.0,1.0,1.0,1.0
124.34999999999987,1.0,0.0,1.0,0.0,1.0,1.0
124.39999999999986,1.0,0.0,1.0,0.0,1.0,1.0
124.44999999999986,1.0,0.0,1.0,0.0,1.0,1.0
124.49999999999986,1.0,0.0,1.0,0.0,1.0,1.0
124.54999999999986,1.0,0.0,1.0,0.0,1.0,1.0
124.59999999999985,1.0,0.0,1.0,0.0,1.0,1.0
124.64999999999985,1.0,0.0,1.0,0.0,1.0,1.0
124.69999999999985,1.0,0.0,1.0,0.0,1.0,1.0
124.74999999999984,1.0,0.0,1.0,0.0,1.0,1.0
124.79999999999984,1.0,0.0,1.0,0.0,1.0,1.0
124.84999999999984,1.0,0.0,1.0,0.0,1.0,1.0
124.89999999999984,1.0,0.0,1.0,0.0,1.0,1.0
124.94999999999983,1.0,0.0,1.0,0.0,1.0,1.0
124.99999999999983,1.0,0.0,1.0,0.0,1.0,1.0
125.04999999999983,1.0,0.0,1.0,0.0,1.0,1.0
125.09999999999982,1.0,0.0,1.0,0.0,1.0,1.0
125.14999999999982,1.0,0.0,1.0,0.0,1.0,1.0
125.19999999999982,1.0,0.0,1.0,0.0,1.0,1.0
125.24999999999982,1.0,0.0,1.0,0.0,1.0,1.0
125.29999999999981,1.0,0.0,1.0,0.0,1.0,1.0
125.34999999999981,1.0,0.0,1.0,0.0,1.0,1.0
125.3999999999998,1.0,0.0,1.0,0.0,1.0,1.0
125.4499999999998,1.0,0.0,1.0,0.0,1.0,1.0
125.4999999999998,1.0,0.0,1.0,0.0,1.0,1.0
125.5499999999998,1.0,1.0,1.0,0.0,1.0,1.0
125.5999999999998,1.0,1.0,1.0,0.0,1.0,1.0
125.64999999999979,1.0,1.0,0.0,0.0,1.0,1.0
125.69999999999979,1.0,1.0,0.0,0.0,1.0,1.0
125.74999999999979,1.0,1.0,0.0,0.0,1.0,1.0
125.79999999999978,1.0,1.0,0.0,0.0,1.0,1.0
125.84999999999978,1.0,1.0,0.0,0.0,1.0,1.0
125.89999999999978,1.0,1.0,0.0,1.0,1.0,1.0
125.94999999999978,1.0,1.0,0.0,1.0,1.0,1.0
125.99999999999977,1.0,1.0,0.0,1.0,1.0,1.0
126.04999999999977,0.0,1.0,0.0,1.0,1.0,1.0
126.09999999999977,0.0,1.0,0.0,1.0,1.0,1.0
126.14999999999976,0.0,1.0,0.0,1.0,1.0,1.0
126.19999999999976,0.0,1.0,0.0,1.0,1.0,1.0
126.24999999999976,0.0,1.0,0.0,1.0,1.0,1.0
126.29999999999976,0.0,1.0,0.0,1.0,1.0,1.0
126.34999999999975,0.0,1.0,0.0,1.0,1.0,1.0
126.39999999999975,0.0,1.0,0.0,1.0,1.0,1.0
126.44999999999975,0.0,1.0,0.0,1.0,1.0,1.0
126.49999999999974,0.0,1.0,0.0,1.0,1.0,1.0
126.54999999999974,0.0,1.0,0.0,1.0,1.0,1.0
126.59999999999974,0.0,1.0,0.0,1.0,1.0,1.0
126.64999999999974,0.0,1.0,0.0,1.0,1.0,1.0
126.69999999999973,0.0,1.0,0.0,1.0,1.0,1.0
126.74999999999973,0.0,1.0,0.0,1.0,1.0,1.0
126.79999999999973,0.0,1.0,0.0,1.0,1.0,1.0
126.84999999999972,0.0,1.0,0.0,1.0,1.0,1.0
126.89999999999972,0.0,1.0,0.0,1.0,1.0,1.0
126.94999999999972,0.0,1.0,0.0,1.0,1.0,0.0
126.99999999999972,0.0,1.0,0.0,1.0,1.0,0.0
127.04999999999971,0.0,1.0,0.0,1.0,1.0,0.0
127.09999999999971,0.0,1.0,0.0,1.0,1.0,0.0
127.14999999999971,0.0,1.0,0.0,1.0,1.0,0.0
127.1999999999997,0.0,1.0,0.0,1.0,1.0,0.0
127.2499999999997,0.0,1.0,0.0,1.0,1.0,0.0
127.2999999999997,0.0,1.0,0.0,1.0,1.0,0.0
127.3499999999997,0.0,1.0,0.0,1.0,1.0,0.0
127.3999999999997,0.0,1.0,0.0,1.0,1.0,0.0
127.44999999999969,0.0,1.0,0.0,1.0,0.0,0.0
127.49999999999969,0.0,1.0,0.0,1.0,0.0,0.0
127.54999999999968,0.0,1.0,0.0,1.0,0.0,0.0
127.59999999999968,0.0,1.0,0.0,1.0,0.0,0.0
127.64999999999968,0.0,1.0,0.0,1.0,0.0,0.0
127.69999999999968,0.0,1.0,0.0,1.0,0.0,1.0
127.74999999999967,0.0,1.0,0.0,1.0,0.0,1.0
127.79999999999967,0.0,1.0,0.0,1.0,0.0,1.0
127.84999999999967,0.0,1.0,0.0,1.0,0.0,1.0
127.89999999999966,0.0,1.0,0.0,1.0,0.0,1.0
127.94999999999966,0.0,1.0,0.0,1.0,0.0,1.0
127.99999999999966,0.0,1.0,0.0,1.0,0.0,1.0
128.04999999999967,0.0,1.0,0.0,1.0,0.0,1.0
128.09999999999965,0.0,1.0,0.0,1.0,0.0,1.0
128.14999999999964,0.0,1.0,0.0,1.0,0.0,1.0
128.19999999999965,0.0,1.0,0.0,1.0,0.0,1.0
128.24999999999966,0.0,1.0,0.0,1.0,0.0,1.0
128.29999999999964,0.0,1.0,0.0,1.0,0.0,1.0
128.34999999999962,0.0,1.0,0.0,1.0,0.0,1.0
128.39999999999964,0.0,1.0,0.0,1.0,0.0,1.0
128.44999999999965,0.0,1.0,0.0,1.0,0.0,1.0
128.49999999999963,0.0,1.0,0.0,1.0,0.0,1.0
128.5499999999996,0.0,1.0,0.0,1.0,0.0,1.0
128.59999999999962,0.0,1.0,0.0,1.0,0.0,1.0
128.64999999999964,0.0,1.0,0.0,1.0,0.0,1.0
128.69999999999962,0.0,1.0,0.0,1.0,0.0,1.0
128.7499999999996,0.0,1.0,1.0,1.0,0.0,1.0
128.7999999999996,0.0,1.0,1.0,1.0,0.0,1.0
128.84999999999962,0.0,1.0,1.0,1.0,0.0,1.0
128.8999999999996,0.0,1.0,1.0,1.0,0.0,1.0
128.9499999999996,0.0,1.0,1.0,1.0,0.0,1.0
128.9999999999996,0.0,1.0,1.0,1.0,0.0,1.0
129.0499999999996,0.0,1.0,1.0,1.0,0.0,1.0
129.0999999999996,0.0,1.0,1.0,1.0,0.0,1.0
129.14999999999958,0.0,1.0,1.0,1.0,0.0,1.0
129.1999999999996,0.0,1.0,1.0,1.0,0.0,1.0
129.2499999999996,0.0,1.0,1.0,1.0,0.0,1.0
129.29999999999959,0.0,1.0,1.0,1.0,0.0,1.0
129.34999999999957,0.0,0.0,1.0,1.0,0.0,1.0
129.39999999999958,0.0,0.0,1.0,1.0,0.0,1.0
129.4499999999996,0.0,0.0,1.0,1.0,0.0,1.0
129.49999999999957,0.0,0.0,1.0,1.0,0.0,1.0
129.54999999999956,0.0,0.0,1.0,1.0,0.0,1.0
129.59999999999957,0.0,0.0,1.0,1.0,0.0,1.0
129.64999999999958,0.0,0.0,1.0,1.0,0.0,1.0
129.69999999999956,0.0,0.0,1.0,1.0,0.0,1.0
129.74999999999955,0.0,0.0,1.0,1.0,0.0,1.0
129.79999999999956,0.0,0.0,1.0,1.0,0.0,1.0
129.84999999999957,0.0,0.0,1.0,1.0,0.0,1.0
129.89999999999955,0.0,0.0,1.0,1.0,0.0,1.0
129.94999999999953,0.0,0.0,1.0,1.0,0.0,1.0
129.99999999999955,0.0,0.0,1.0,1.0,0.0,1.0
130.04999999999956,0.0,0.0,1.0,1.0,0.0,1.0
130.09999999999954,0.0,0.0,1.0,1.0,0.0,1.0
130.14999999999952,0.0,0.0,1.0,1.0,0.0,1.0
130.19999999999953,0.0,0.0,1.0,1.0,0.0,1.0
130.24999999999955,0.0,0.0,1.0,1.0,0.0,1.0
130.29999999999953,0.0,0.0,1.0,1.0,0.0,1.0
130.3499999999995,0.0,0.0,1.0,1.0,0.0,1.0
130.39999999999952,0.0,0.0,1.0,1.0,0.0,1.0
130.44999999999953,0.0,0.0,1.0,1.0,0.0,1.0
130.49999999999952,0.0,0.0,1.0,1.0,1.0,1.0
130.5499999999995,0.0,0.0,1.0,1.0,1.0,1.0
130.5999999999995,0.0,0.0,1.0,1.0,1.0,1.0
130.64999999999952,0.0,0.0,1.0,1.0,1.0,1.0
130.6999999999995,0.0,0.0,1.0,1.0,1.0,1.0
130.7499999999995,0.0,0.0,1.0,1.0,1.0,1.0
130.7999999999995,0.0,0.0,1.0,1.0,1.0,1.0
130.8499999999995,0.0,0.0,1.0,1.0,1.0,1.0
130.8999999999995,0.0,0.0,1.0,1.0,1.0,1.0
130.94999999999948,0.0,0.0,1.0,1.0,1.0,1.0
130.9999999999995,0.0,0.0,1.0,1.0,1.0,1.0
131.0499999999995,0.0,0.0,1.0,1.0,1.0,1.0
131.09999999999948,0.0,0.0,1.0,1.0,1.0,1.0
131.14999999999947,0.0,0.0,1.0,1.0,1.0,1.0
131.19999999999948,0.0,0.0,1.0,1.0,1.0,1.0
131.2499999999995,0.0,0.0,1.0,1.0,1.0,1.0
131.29999999999947,0.0,0.0,1.0,0.0,1.0,1.0
131.34999999999945,0.0,0.0,1.0,0.0,1.0,1.0
131.39999999999947,0.0,0.0,1.0,0.0,1.0,1.0
131.44999999999948,0.0,0.0,1.0,0.0,1.0,1.0
131.49999999999946,0.0,0.0,1.0,0.0,1.0,1.0
131.54999999999944,0.0,0.0,1.0,0.0,1.0,1.0
131.59999999999945,0.0,0.0,1.0,0.0,1.0,1.0
131.64999999999947,0.0,0.0,1.0,0.0,1.0,1.0
131.69999999999945,0.0,0.0,1.0,0.0,1.0,1.0
131.74999999999943,0.0,0.0,1.0,0.0,1.0,1.0
131.79999999999944,0.0,0.0,1.0,0.0,1.0,1.0
131.84999999999945,0.0,0.0,1.0,0.0,1.0,1.0
131.89999999999944,0.0,0.0,1.0,0.0,1.0,1.0
131.94999999999942,0.0,0.0,1.0,0.0,1.0,1.0
131.99999999999943,0.0,0.0,1.0,0.0,1.0,1.0
132.04999999999944,0.0,0.0,1.0,0.0,1.0,1.0
132.09999999999943,0.0,0.0,1.0,0.0,1.0,1.0
132.1499999999994,0.0,0.0,1.0,0.0,1.0,1.0
132.19999999999942,0.0,1.0,1.0,0.0,1.0,1.0
132.24999999999943,0.0,1.0,1.0,0.0,1.0,1.0
132.29999999999941,0.0,1.0,1.0,0.0,1.0,1.0
132.3499999999994,0.0,1.0,1.0,0.0,1.0,1.0
132.3999999999994,0.0,1.0,1.0,0.0,1.0,1.0
132.44999999999942,0.0,1.0,1.0,0.0,1.0,1.0
132.4999999999994,0.0,1.0,1.0,0.0,1.0,1.0
132.5499999999994,0.0,1.0,1.0,0.0,1.0,1.0
132.5999999999994,0.0,1.0,1.0,0.0,1.0,1.0
132.6499999999994,0.0,1.0,1.0,0.0,1.0,1.0
132.6999999999994,0.0,1.0,1.0,0.0,1.0,1.0
132.74999999999937,0.0,1.0,1.0,0.0,1.0,1.0
132.7999999999994,0.0,1.0,1.0,0.0,1.0,1.0
132.8499999999994,0.0,1.0,1.0,0.0,1.0,1.0
132.89999999999938,0.0,1.0,1.0,0.0,1.0,1.0
132.94999999999936,0.0,1.0,1.0,0.0,1.0,1.0
132.99999999999937,0.0,1.0,1.0,0.0,1.0,1.0
133.0499999999994,0.0,1.0,1.0,0.0,1.0,1.0
133.09999999999937,0.0,1.0,0.0,0.0,1.0,1.0
133.14999999999935,0.0,1.0,0.0,0.0,1.0,1.0
133.19999999999936,0.0,1.0,0.0,0.0,1.0,1.0
133.24999999999937,0.0,1.0,0.0,0.0,1.0,1.0
133.29999999999936,0.0,1.0,0.0,0.0,1.0,1.0
133.34999999999934,0.0,1.0,0.0,0.0,1.0,0.0
133.39999999999935,0.0,1.0,0.0,0.0,1.0,0.0
133.44999999999936,0.0,1.0,0.0,0.0,1.0,0.0
133.49999999999935,0.0,1.0,0.0,0.0,1.0,0.0
133.54999999999933,0.0,1.0,0.0,0.0,1.0,0.0
133.59999999999934,0.0,1.0,0.0,0.0,1.0,0.0
133.64999999999935,0.0,1.0,0.0,0.0,1.0,0.0
133.69999999999933,0.0,1.0,0.0,0.0,1.0,0.0
133.74999999999932,0.0,1.0,0.0,0.0,1.0,0.0
133.79999999999933,0.0,1.0,0.0,0.0,1.0,0.0
133.84999999999934,0.0,1.0,0.0,1.0,1.0,0.0
133.89999999999932,0.0,1.0,0.0,1.0,1.0,0.0
133.9499999999993,0.0,1.0,0.0,1.0,1.0,0.0
133.99999999999932,0.0,1.0,0.0,1.0,1.0,0.0
134.04999999999933,0.0,1.0,0.0,1.0,1.0,0.0
134.0999999999993,0.0,1.0,0.0,1.0,1.0,0.0
134.1499999999993,0.0,1.0,0.0,1.0,1.0,0.0
134.1999999999993,0.0,1.0,0.0,1.0,1.0,0.0
134.24999999999932,0.0,1.0,0.0,1.0,1.0,0.0
134.2999999999993,0.0,1.0,0.0,1.0,1.0,0.0
134.34999999999928,0.0,1.0,0.0,1.0,1.0,0.0
134.3999999999993,0.0,1.0,0.0,1.0,1.0,0.0
134.4499999999993,0.0,1.0,0.0,1.0,1.0,0.0
134.4999999999993,0.0,1.0,0.0,1.0,1.0,0.0
134.54999999999927,0.0,1.0,0.0,1.0,1.0,0.0
134.59999999999928,0.0,1.0,0.0,1.0,1.0,0.0
134.6499999999993,0.0,1.0,0.0,1.0,1.0,0.0
134.69999999999928,0.0,1.0,0.0,1.0,1.0,0.0
134.74999999999926,0.0,1.0,0.0,1.0,1.0,0.0
134.79999999999927,0.0,1.0,0.0,1.0,1.0,0.0
134.84999999999928,0.0,1.0,0.0,1.0,1.0,0.0
134.89999999999927,0.0,1.0,0.0,1.0,1.0,0.0
134.94999999999925,0.0,1.0,0.0,1.0,1.0,0.0
134.99999999999926,0.0,1.0,0.0,1.0,1.0,0.0
135.04999999999927,0.0,1.0,0.0,1.0,1.0,0.0
135.09999999999926,0.0,1.0,0.0,1.0,1.0,0.0
135.14999999999924,0.0,1.0,0.0,1.0,1.0,0.0
135.19999999999925,0.0,1.0,0.0,1.0,1.0,0.0
135.24999999999926,0.0,1.0,0.0,1.0,1.0,0.0
135.29999999999924,0.0,1.0,0.0,1.0,1.0,0.0
135.34999999999923,0.0,1.0,0.0,1.0,1.0,0.0
135.39999999999924,0.0,1.0,0.0,1.0,1.0,1.0
135.44999999999925,0.0,1.0,0.0,1.0,1.0,1.0
135.49999999999923,0.0,1.0,0.0,1.0,1.0,1.0
135.54999999999922,0.0,1.0,0.0,1.0,1.0,1.0
135.59999999999923,0.0,1.0,0.0,1.0,1.0,1.0
135.64999999999924,0.0,0.0,0.0,1.0,1.0,1.0
135.69999999999922,0.0,0.0,0.0,1.0,1.0,1.0
135.7499999999992,0.0,0.0,0.0,1.0,1.0,1.0
135.79999999999922,0.0,0.0,0.0,1.0,1.0,1.0
135.84999999999923,0.0,0.0,0.0,1.0,1.0,1.0
135.8999999999992,0.0,0.0,0.0,1.0,0.0,1.0
135.9499999999992,0.0,0.0,0.0,1.0,0.0,1.0
135.9999999999992,0.0,0.0,0.0,1.0,0.0,1.0
136.04999999999922,0.0,0.0,0.0,1.0,0.0,1.0
136.0999999999992,0.0,0.0,0.0,1.0,0.0,1.0
136.14999999999918,0.0,0.0,0.0,1.0,0.0,1.0
136.1999999999992,0.0,0.0,0.0,1.0,0.0,1.0
136.2499999999992,0.0,0.0,0.0,1.0,0.0,1.0
136.2999999999992,0.0,0.0,0.0,1.0,0.0,1.0
136.34999999999917,0.0,0.0,0.0,1.0,0.0,1.0
136.39999999999918,0.0,0.0,1.0,1.0,0.0,1.0
136.4499999999992,0.0,0.0,1.0,1.0,0.0,1.0
136.49999999999918,0.0,0.0,1.0,1.0,0.0,1.0
136.54999999999916,0.0,0.0,1.0,1.0,0.0,1.0
136.59999999999917,0.0,0.0,1.0,1.0,0.0,1.0
136.64999999999918,0.0,0.0,1.0,1.0,0.0,1.0
136.69999999999916,0.0,0.0,1.0,1.0,0.0,1.0
136.74999999999915,0.0,0.0,1.0,1.0,0.0,1.0
136.79999999999916,0.0,0.0,1.0,1.0,0.0,1.0
136.84999999999917,0.0,0.0,1.0,1.0,0.0,1.0
136.89999999999915,0.0,0.0,1.0,1.0,0.0,1.0
136.94999999999914,0.0,0.0,1.0,1.0,0.0,1.0
136.99999999999915,0.0,0.0,1.0,1.0,0.0,1.0
137.04999999999916,0.0,0.0,1.0,1.0,0.0,1.0
137.09999999999914,0.0,0.0,1.0,1.0,0.0,1.0
137.14999999999912,0.0,0.0,1.0,1.0,0.0,1.0
137.19999999999914,0.0,0.0,1.0,1.0,0.0,1.0
137.24999999999915,0.0,0.0,1.0,1.0,0.0,1.0
137.29999999999913,0.0,0.0,1.0,1.0,0.0,1.0
137.3499999999991,0.0,0.0,1.0,1.0,0.0,1.0
137.39999999999912,0.0,0.0,1.0,1.0,0.0,1.0
137.44999999999914,0.0,0.0,1.0,1.0,0.0,1.0
137.49999999999912,0.0,0.0,1.0,1.0,0.0,1.0
137.5499999999991,0.0,0.0,1.0,1.0,0.0,1.0
137.5999999999991,0.0,0.0,1.0,1.0,0.0,1.0
137.64999999999912,0.0,0.0,1.0,1.0,0.0,1.0
137.6999999999991,0.0,0.0,1.0,1.0,0.0,1.0
137.7499999999991,0.0,0.0,1.0,1.0,0.0,1.0
137.7999999999991,0.0,0.0,1.0,1.0,0.0,1.0
137.8499999999991,0.0,0.0,1.0,1.0,0.0,1.0
137.8999999999991,0.0,0.0,1.0,1.0,0.0,1.0
137.94999999999908,0.0,0.0,1.0,1.0,0.0,1.0
137.9999999999991,0.0,0.0,1.0,1.0,0.0,1.0
138.0499999999991,0.0,0.0,1.0,1.0,0.0,1.0
138.09999999999908,0.0,0.0,1.0,1.0,0.0,1.0
138.14999999999907,0.0,0.0,1.0,1.0,0.0,1.0
138.19999999999908,0.0,0.0,1.0,1.0,0.0,1.0
138.2499999999991,0.0,0.0,1.0,1.0,0.0,1.0
138.29999999999907,0.0,0.0,1.0,1.0,0.0,1.0
138.34999999999906,0.0,0.0,1.0,1.0,0.0,1.0
138.39999999999907,0.0,0.0,1.0,1.0,0.0,1.0
138.44999999999908,0.0,0.0,1.0,1.0,0.0,1.0
138.49999999999906,0.0,0.0,1.0,1.0,0.0,1.0
138.54999999999905,0.0,0.0,1.0,1.0,0.0,1.0
138.59999999999906,0.0,0.0,1.0,1.0,0.0,1.0
138.64999999999907,0.0,0.0,1.0,1.0,0.0,1.0
138.69999999999905,0.0,0.0,1.0,1.0,1.0,1.0
138.74999999999903,0.0,0.0,1.0,1.0,1.0,1.0
138.79999999999905,0.0,0.0,1.0,1.0,1.0,1.0
138.84999999999906,0.0,0.0,1.0,1.0,1.0,1.0
138.89999999999904,0.0,0.0,1.0,1.0,1.0,1.0
